indicativo,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,latitude,longitude
6156X,39.373913043478254,0.2,76.8,62.800000000000004,41.4,9.1,24.200000000000003,128.7,28.299999999999997,22.2,77.4,54.3,43.8,23.7,28.6,19.6,19.9,42.800000000000004,29.099999999999998,36.3,42.7,65.89999999999999,27.8,0.0,36.717777777777776,-4.4816666666666665
6172O,31.71111111111111,0.30000000000000004,67.7,80.69999999999999,38.300000000000004,6.4,0.1,51.300000000000004,24.9,15.700000000000001,31.71111111111111,31.71111111111111,31.71111111111111,31.71111111111111,31.71111111111111,31.71111111111111,31.71111111111111,31.71111111111111,31.71111111111111,31.71111111111111,31.71111111111111,31.71111111111111,31.71111111111111,31.71111111111111,36.71666666666667,-4.419722222222222
6205X,25.89090909090909,3.5,0.2,49.8,72.4,2.5,20.5,43.699999999999996,0.0,13.200000000000001,60.4,74.6,21.9,20.6,21.0,17.2,41.0,16.7,25.89090909090909,34.6,8.2,36.3,11.299999999999999,0.0,36.72638888888889,-3.957222222222222
6268X,22.709090909090907,10.6,52.6,64.1,27.4,0.1,28.599999999999998,21.200000000000003,25.6,12.5,22.709090909090907,22.709090909090907,22.709090909090907,7.1000000000000005,0.0,22.709090909090907,22.709090909090907,22.709090909090907,22.709090909090907,22.709090909090907,22.709090909090907,22.709090909090907,22.709090909090907,22.709090909090907,36.72277777777778,-3.5302777777777776
6277B,12.75,0.9,29.4,7.2,12.75,0.6,20.2,27.9,9.0,2.1,12.75,12.75,12.75,12.75,0.1,10.7,28.5,18.6,0.6,14.700000000000001,2.8,24.4,31.1,0.7000000000000001,36.74722222222222,-3.0205555555555557
6302A,20.395652173913042,4.2,43.5,21.900000000000002,45.8,0.1,5.7,15.7,2.2,12.399999999999999,17.7,31.2,7.5,13.0,5.5,30.1,8.5,9.6,0.6,53.1,34.5,45.9,60.4,0.0,37.14138888888889,-2.78
6332X,10.924999999999999,15.4,38.9,0.0,0.2,24.200000000000003,10.924999999999999,10.924999999999999,10.924999999999999,10.924999999999999,0.0,2.4,1.6,27.4,10.924999999999999,10.924999999999999,12.6,8.4,10.924999999999999,10.924999999999999,10.924999999999999,0.0,10.924999999999999,10.924999999999999,36.98027777777778,-1.903611111111111
7096B,37.40909090909091,26.3,27.5,27.5,77.6,37.40909090909091,3.7,4.6,2.9000000000000004,29.5,39.6,55.3,25.7,0.2,0.2,22.5,41.800000000000004,38.6,26.1,132.7,62.3,68.1,110.3,0.0,38.54194444444444,-1.7030555555555555
9898,58.334782608695654,47.4,57.7,24.7,51.7,22.400000000000002,38.9,123.5,75.6,93.1,33.3,27.7,133.6,63.5,57.0,16.4,86.2,18.8,153.0,52.8,73.0,32.8,56.2,2.4,42.08444444444444,-0.32555555555555554
0324A,72.02727272727272,72.02727272727272,82.7,18.9,140.0,14.5,64.7,142.9,83.6,55.7,69.3,43.5,67.5,110.7,116.7,58.0,91.4,51.0,126.4,0.0,68.5,112.0,51.9,14.700000000000001,42.19138888888889,2.196111111111111
2117D,38.654545454545456,38.654545454545456,0.0,41.5,40.900000000000006,41.2,38.2,26.0,35.4,0.0,55.0,38.8,60.8,37.6,29.200000000000003,45.8,61.0,12.399999999999999,48.0,38.800000000000004,113.6,54.4,25.0,6.8,41.66583333333333,-3.742777777777778
2491C,91.41904761904763,91.41904761904763,67.4,0.0,26.7,91.41904761904763,65.9,5.1,64.7,18.8,128.2,133.4,152.6,89.0,135.4,105.19999999999999,217.8,25.400000000000002,158.0,136.2,179.0,108.2,86.39999999999999,16.4,40.355000000000004,-5.69
3434X,64.13636363636364,64.13636363636364,5.4,56.4,35.6,36.7,37.8,91.8,158.9,45.0,54.0,63.8,80.8,38.6,57.599999999999994,70.0,146.4,21.2,96.4,106.8,60.6,88.0,56.0,3.2,39.94583333333333,-5.5825
9698U,51.565,51.565,0.0,19.7,38.8,47.6,46.199999999999996,98.0,51.565,51.565,0.0,29.4,0.4,105.4,49.0,27.2,102.4,32.8,79.0,69.60000000000001,84.4,105.8,90.0,5.6,42.20527777777778,0.8652777777777777
9990X,67.53333333333333,67.53333333333333,84.7,65.7,67.53333333333333,0.0,26.099999999999998,103.0,63.9,112.5,35.2,32.1,130.1,55.7,85.3,0.0,92.1,38.8,131.6,105.4,78.0,66.4,69.5,42.1,42.70027777777778,0.8769444444444445
C839I,6.286666666666667,6.286666666666667,24.5,4.7,15.900000000000002,0.1,9.2,6.0,1.3,0.3,0.0,18.8,4.0,0.0,5.2,0.7,3.6,6.286666666666667,6.286666666666667,6.286666666666667,6.286666666666667,6.286666666666667,6.286666666666667,6.286666666666667,29.231944444444444,-13.501944444444444
3391,45.989999999999995,45.989999999999995,45.989999999999995,0.3,49.6,33.4,44.5,82.6,0.0,0.3,52.2,81.1,79.3,87.3,30.0,41.900000000000006,86.8,15.7,89.0,48.7,45.989999999999995,50.0,40.800000000000004,6.3,40.28861111111111,-4.590833333333333
3463X,43.77058823529412,43.77058823529412,43.77058823529412,48.4,12.2,11.700000000000001,22.3,63.8,86.0,31.5,46.699999999999996,61.199999999999996,3.6,23.9,19.4,45.8,69.3,9.100000000000001,94.7,94.5,43.77058823529412,43.77058823529412,43.77058823529412,43.77058823529412,39.4825,-5.854166666666666
4549Y,39.7952380952381,39.7952380952381,39.7952380952381,2.1,14.599999999999998,1.5,28.7,38.0,120.8,25.9,80.5,72.4,27.4,3.9,57.8,31.200000000000003,57.5,0.2,71.7,44.5,84.60000000000001,23.2,47.199999999999996,2.0,37.19472222222222,-7.3950000000000005
C629X,2.080952380952381,2.080952380952381,2.080952380952381,3.9,0.9,0.0,9.0,1.0,0.0,0.0,5.800000000000001,7.3,5.0,2.4,2.2,0.8,4.3,0.6,0.0,0.5,0.0,0.0,0.0,0.0,27.81638888888889,-15.764166666666666
C659H,9.019047619047617,9.019047619047617,9.019047619047617,40.8,18.400000000000002,0.30000000000000004,15.7,7.300000000000001,0.1,5.0,0.30000000000000004,43.8,0.8999999999999999,1.6,0.7,0.0,4.9,10.299999999999999,5.699999999999999,12.4,4.7,5.6,3.8,7.1,28.08972222222222,-15.416111111111112
2811A,62.186666666666675,62.186666666666675,62.186666666666675,62.186666666666675,13.5,25.4,39.7,93.1,141.5,32.4,81.1,97.5,106.4,41.2,78.2,42.2,122.39999999999999,18.200000000000003,0.0,62.186666666666675,62.186666666666675,62.186666666666675,62.186666666666675,62.186666666666675,40.35055555555556,-5.143055555555556
5000C,70.28,70.28,70.28,70.28,63.599999999999994,1.3,54.3,70.3,115.6,60.3,42.4,126.8,65.0,57.3,41.2,24.4,57.0,222.60000000000002,131.2,82.0,68.6,35.2,86.5,0.0,35.88861111111111,-5.3469444444444445
7247X,38.334999999999994,38.334999999999994,38.334999999999994,38.334999999999994,31.0,60.4,51.8,88.0,6.5,20.400000000000002,10.1,13.0,13.299999999999999,36.4,13.399999999999999,2.8,36.2,20.8,41.4,85.2,59.599999999999994,112.8,63.6,0.0,38.39972222222222,-1.0380555555555557
0149X,43.544444444444444,43.544444444444444,43.544444444444444,43.544444444444444,43.544444444444444,3.9000000000000004,19.099999999999998,43.544444444444444,0.0,25.4,16.4,29.4,89.2,91.0,48.2,20.4,82.6,31.599999999999998,78.8,29.0,105.4,84.6,27.6,1.2,41.72,1.840277777777778
1059X,74.65263157894738,74.65263157894738,74.65263157894738,74.65263157894738,74.65263157894738,143.4,65.8,77.8,91.7,92.2,37.7,40.9,152.79999999999998,100.3,51.8,63.800000000000004,35.1,57.699999999999996,96.5,81.5,55.4,47.800000000000004,86.8,39.4,43.375,-3.0216666666666665
8416Y,34.26842105263158,34.26842105263158,34.26842105263158,34.26842105263158,34.26842105263158,24.400000000000002,6.0,47.8,7.0,35.8,31.400000000000002,56.599999999999994,30.3,90.4,6.8999999999999995,3.6,15.1,22.900000000000002,17.6,63.400000000000006,47.2,64.7,80.0,0.0,39.480555555555554,-0.3663888888888889
9001D,76.52105263157895,76.52105263157895,76.52105263157895,76.52105263157895,76.52105263157895,64.6,33.4,84.2,131.20000000000002,75.7,47.6,64.5,287.8,53.1,49.1,64.5,105.9,7.3,66.4,62.1,167.0,22.8,55.2,11.5,42.99194444444444,-4.160555555555556
C229J,0.9214285714285714,0.9214285714285714,0.9214285714285714,0.9214285714285714,0.9214285714285714,0.1,2.4,0.0,0.0,0.0,0.9214285714285714,0.9214285714285714,0.9214285714285714,0.9214285714285714,0.9214285714285714,0.0,0.7999999999999999,0.2,3.2,3.5999999999999996,0.7,0.1,1.2,0.6,28.049166666666668,-14.358055555555556
3111D,109.2,109.2,109.2,109.2,109.2,109.2,38.1,171.4,181.0,77.0,58.1,28.0,207.0,99.6,38.4,103.2,127.5,39.5,169.8,241.8,112.5,109.2,141.4,22.099999999999998,41.135555555555555,-3.5802777777777774
4148,47.11176470588235,47.11176470588235,47.11176470588235,47.11176470588235,47.11176470588235,47.11176470588235,0.0,19.0,108.2,16.0,21.1,34.0,85.2,53.5,32.9,47.11176470588235,72.6,29.200000000000003,69.4,90.0,43.1,50.4,76.3,0.0,38.518055555555556,-3.5666666666666664
8177A,43.911764705882355,43.911764705882355,43.911764705882355,43.911764705882355,43.911764705882355,43.911764705882355,26.200000000000003,72.7,24.2,18.9,35.3,31.1,43.911764705882355,2.2,7.6,12.2,46.7,20.700000000000003,38.4,154.1,65.2,63.9,127.1,0.0,38.93583333333333,-1.66
9208E,100.05555555555556,100.05555555555556,100.05555555555556,100.05555555555556,100.05555555555556,100.05555555555556,48.699999999999996,188.7,172.29999999999998,120.1,62.7,60.1,162.4,61.6,109.0,63.0,95.2,39.0,156.0,118.8,12.600000000000001,130.4,137.20000000000002,63.199999999999996,42.70888888888889,-0.6730555555555555
9784P,112.02222222222223,112.02222222222223,112.02222222222223,112.02222222222223,112.02222222222223,112.02222222222223,70.10000000000001,145.3,328.0,99.2,62.6,13.200000000000001,63.60000000000001,76.6,95.0,50.599999999999994,162.6,48.8,223.6,181.2,93.2,178.4,97.8,26.6,42.63,0.22472222222222224
9814A,70.12,70.12,70.12,70.12,70.12,70.12,48.4,60.6,182.8,62.5,9.2,17.3,70.12,70.3,90.0,56.4,103.7,70.12,70.12,70.12,70.12,70.12,70.12,70.12,42.626666666666665,-0.11166666666666668
3044X,87.57692307692308,87.57692307692308,87.57692307692308,87.57692307692308,87.57692307692308,87.57692307692308,87.57692307692308,0.2,132.79999999999998,59.6,87.57692307692308,60.6,106.8,2.4,67.4,87.57692307692308,138.3,13.200000000000001,114.80000000000001,185.0,100.9,156.5,87.57692307692308,87.57692307692308,40.530277777777776,-2.15
3298X,77.9125,77.9125,77.9125,77.9125,77.9125,77.9125,77.9125,36.4,192.8,0.0,72.6,56.7,78.10000000000001,70.1,31.8,27.2,168.1,21.6,124.1,125.7,101.2,77.9125,135.0,5.2,39.54694444444444,-4.350555555555555
4061X,36.211764705882345,36.211764705882345,36.211764705882345,36.211764705882345,36.211764705882345,36.211764705882345,36.211764705882345,9.5,0.0,13.8,42.3,57.2,48.800000000000004,31.3,8.9,19.0,79.0,0.7,47.5,98.39999999999999,41.8,54.5,61.2,1.7,39.59722222222222,-3.0483333333333333
4103X,38.30625,38.30625,38.30625,38.30625,38.30625,38.30625,38.30625,0.0,38.30625,0.0,51.4,56.4,9.6,16.0,10.399999999999999,18.2,76.2,31.099999999999998,40.8,117.8,58.2,62.2,63.800000000000004,0.8,39.16916666666666,-3.0075
4147X,49.40625,49.40625,49.40625,49.40625,49.40625,49.40625,49.40625,59.4,47.6,25.8,63.0,52.4,48.3,51.2,18.0,49.40625,76.8,40.0,47.4,101.2,42.0,58.4,58.6,0.4,38.75055555555556,-3.391388888888889
4220X,33.888235294117656,33.888235294117656,33.888235294117656,33.888235294117656,33.888235294117656,33.888235294117656,33.888235294117656,0.0,129.0,12.1,0.0,17.6,47.0,24.4,27.1,0.0,0.0,27.8,75.4,72.8,64.2,43.5,32.1,3.1,39.08361111111111,-4.621944444444445
5038X,59.709090909090904,59.709090909090904,59.709090909090904,59.709090909090904,59.709090909090904,59.709090909090904,59.709090909090904,118.0,0.0,50.2,17.5,73.8,151.5,72.6,71.3,54.5,47.4,0.0,59.709090909090904,59.709090909090904,59.709090909090904,59.709090909090904,59.709090909090904,59.709090909090904,37.91583333333333,-3.003888888888889
1037Y,114.825,114.825,114.825,114.825,114.825,114.825,114.825,114.825,158.7,141.6,47.6,96.5,227.1,114.0,89.2,87.3,126.9,70.5,209.9,118.0,74.9,68.0,138.8,68.2,43.080000000000005,-2.3175
4511C,47.97500000000001,47.97500000000001,47.97500000000001,47.97500000000001,47.97500000000001,47.97500000000001,47.97500000000001,47.97500000000001,0.0,9.4,50.199999999999996,107.2,67.4,6.6000000000000005,50.2,22.2,86.0,15.4,89.60000000000001,83.2,67.2,48.8,56.2,8.0,38.29861111111111,-6.765
1002Y,102.64999999999999,102.64999999999999,102.64999999999999,102.64999999999999,102.64999999999999,102.64999999999999,102.64999999999999,102.64999999999999,102.64999999999999,96.6,42.0,53.9,102.64999999999999,105.8,111.7,95.2,86.0,71.3,222.0,87.9,123.3,65.2,143.2,133.0,43.13583333333333,-1.5430555555555554
2298,56.46,56.46,56.46,56.46,56.46,56.46,56.46,56.46,56.46,47.8,18.2,45.4,99.8,75.6,0.0,49.4,100.6,14.799999999999999,110.2,101.89999999999999,91.2,38.8,35.4,17.8,41.959722222222226,-3.131666666666667
4090Y,30.338461538461537,30.338461538461537,30.338461538461537,30.338461538461537,30.338461538461537,30.338461538461537,30.338461538461537,30.338461538461537,30.338461538461537,12.4,46.2,51.4,32.8,0.4,30.338461538461537,15.4,30.338461538461537,0.0,37.2,97.2,61.400000000000006,40.0,0.0,0.0,39.416666666666664,-2.4205555555555556
4386B,55.61333333333333,55.61333333333333,55.61333333333333,55.61333333333333,55.61333333333333,55.61333333333333,55.61333333333333,55.61333333333333,55.61333333333333,22.8,103.0,116.2,58.0,33.4,45.2,30.8,79.8,49.6,79.6,57.0,63.8,36.2,53.6,5.2,38.23166666666667,-6.016944444444444
5612B,42.52666666666667,42.52666666666667,42.52666666666667,42.52666666666667,42.52666666666667,42.52666666666667,42.52666666666667,42.52666666666667,42.52666666666667,25.6,16.6,89.6,43.2,22.2,40.2,26.200000000000003,51.9,19.8,48.4,59.6,73.0,43.400000000000006,78.2,0.0,37.19444444444444,-4.77
7002Y,19.32,19.32,19.32,19.32,19.32,19.32,19.32,19.32,19.32,7.800000000000001,3.0,30.0,3.0,33.2,0.8,17.0,4.2,7.0,13.200000000000001,40.0,35.0,36.0,59.6,0.0,37.41722222222222,-1.5869444444444445
7119B,49.419999999999995,49.419999999999995,49.419999999999995,49.419999999999995,49.419999999999995,49.419999999999995,49.419999999999995,49.419999999999995,49.419999999999995,24.2,59.8,49.0,52.7,54.8,14.0,35.6,44.99999999999999,33.199999999999996,29.4,116.0,59.4,86.4,81.8,0.0,38.1025,-1.8772222222222223
7275C,43.82666666666667,43.82666666666667,43.82666666666667,43.82666666666667,43.82666666666667,43.82666666666667,43.82666666666667,43.82666666666667,43.82666666666667,25.1,38.0,17.8,30.7,79.60000000000001,17.4,5.2,49.4,14.0,33.4,155.6,51.0,82.6,57.6,0.0,38.60166666666667,-1.159722222222222
8489X,57.46666666666667,57.46666666666667,57.46666666666667,57.46666666666667,57.46666666666667,57.46666666666667,57.46666666666667,57.46666666666667,57.46666666666667,4.800000000000001,57.46666666666667,57.46666666666667,57.46666666666667,137.2,43.8,6.6,54.2,24.4,0.0,70.19999999999999,90.60000000000001,106.4,137.0,14.4,40.43333333333333,-0.25583333333333336
3094B,45.76428571428572,45.76428571428572,45.76428571428572,45.76428571428572,45.76428571428572,45.76428571428572,45.76428571428572,45.76428571428572,45.76428571428572,45.76428571428572,85.7,51.8,36.0,46.6,13.399999999999999,14.8,101.39999999999999,8.8,35.8,73.2,55.8,73.60000000000001,41.2,2.6,40.01138888888889,-3.0213888888888887
4560Y,83.89999999999999,83.89999999999999,83.89999999999999,83.89999999999999,83.89999999999999,83.89999999999999,83.89999999999999,83.89999999999999,83.89999999999999,83.89999999999999,91.0,69.2,90.8,37.6,58.6,0.0,181.6,76.2,125.8,151.0,110.2,82.2,94.2,6.2,37.868611111111115,-6.675000000000001
6293X,14.23076923076923,14.23076923076923,14.23076923076923,14.23076923076923,14.23076923076923,14.23076923076923,14.23076923076923,14.23076923076923,14.23076923076923,14.23076923076923,6.6000000000000005,43.8,1.4000000000000001,9.8,1.5999999999999999,24.599999999999998,0.2,14.23076923076923,0.0,51.4,0.6000000000000001,0.0,44.6,0.4,36.68694444444444,-2.7016666666666667
6381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.93833333333333,-3.036111111111111
9263X,64.77142857142857,64.77142857142857,64.77142857142857,64.77142857142857,64.77142857142857,64.77142857142857,64.77142857142857,64.77142857142857,64.77142857142857,64.77142857142857,58.400000000000006,5.7,140.5,73.10000000000001,14.899999999999999,43.3,62.2,28.8,175.3,71.39999999999999,78.0,48.800000000000004,69.6,36.8,42.77611111111111,-1.5325
0255B,47.07272727272727,47.07272727272727,47.07272727272727,47.07272727272727,47.07272727272727,47.07272727272727,47.07272727272727,47.07272727272727,47.07272727272727,47.07272727272727,47.07272727272727,0.0,26.0,68.3,41.0,0.3,53.3,21.2,0.0,0.0,234.0,73.7,47.07272727272727,47.07272727272727,41.65083333333333,2.6969444444444446
5270,66.55,66.55,66.55,66.55,66.55,66.55,66.55,66.55,66.55,66.55,66.55,60.4,82.5,87.0,36.3,66.55,66.55,66.55,66.55,66.55,66.55,66.55,66.55,66.55,37.77638888888889,-3.7888888888888888
7031X,30.807692307692307,30.807692307692307,30.807692307692307,30.807692307692307,30.807692307692307,30.807692307692307,30.807692307692307,30.807692307692307,30.807692307692307,30.807692307692307,30.807692307692307,14.6,4.1,67.2,10.299999999999999,9.3,13.9,0.9,6.499999999999999,94.5,37.8,48.1,93.3,0.0,37.77833333333333,-0.8058333333333334
B691Y,36.28333333333334,36.28333333333334,36.28333333333334,36.28333333333334,36.28333333333334,36.28333333333334,36.28333333333334,36.28333333333334,36.28333333333334,36.28333333333334,36.28333333333334,14.200000000000001,33.8,83.0,28.8,6.200000000000001,36.4,10.6,41.6,22.400000000000002,104.80000000000001,25.4,28.2,36.28333333333334,39.74916666666667,3.0166666666666666
1014A,127.19166666666668,127.19166666666668,127.19166666666668,127.19166666666668,127.19166666666668,127.19166666666668,127.19166666666668,127.19166666666668,127.19166666666668,127.19166666666668,127.19166666666668,127.19166666666668,251.5,99.7,121.7,163.4,72.8,90.7,185.7,123.8,131.4,53.4,110.9,121.30000000000001,43.356944444444444,-1.7922222222222222
1111X,78.88333333333333,78.88333333333333,78.88333333333333,78.88333333333333,78.88333333333333,78.88333333333333,78.88333333333333,78.88333333333333,78.88333333333333,78.88333333333333,78.88333333333333,78.88333333333333,223.8,144.0,53.5,32.6,41.0,28.200000000000003,91.4,102.6,72.1,49.6,78.1,29.700000000000003,43.49111111111111,-3.8005555555555555
1249X,105.68333333333334,105.68333333333334,105.68333333333334,105.68333333333334,105.68333333333334,105.68333333333334,105.68333333333334,105.68333333333334,105.68333333333334,105.68333333333334,105.68333333333334,105.68333333333334,229.20000000000002,197.8,113.7,112.2,89.4,24.6,99.0,78.6,90.9,75.2,115.6,42.0,43.35333333333333,-5.874166666666667
3168D,58.30833333333334,58.30833333333334,58.30833333333334,58.30833333333334,58.30833333333334,58.30833333333334,58.30833333333334,58.30833333333334,58.30833333333334,58.30833333333334,58.30833333333334,58.30833333333334,59.400000000000006,34.0,50.199999999999996,30.4,106.5,18.0,83.0,90.2,78.39999999999999,81.2,54.8,13.6,40.63027777777778,-3.15
9091R,57.26666666666667,57.26666666666667,57.26666666666667,57.26666666666667,57.26666666666667,57.26666666666667,57.26666666666667,57.26666666666667,57.26666666666667,57.26666666666667,57.26666666666667,57.26666666666667,86.6,71.8,47.4,40.5,52.4,15.4,110.5,64.9,59.9,49.0,70.4,18.4,42.871944444444445,-2.7327777777777778
0372C,91.50909090909092,91.50909090909092,91.50909090909092,91.50909090909092,91.50909090909092,91.50909090909092,91.50909090909092,91.50909090909092,91.50909090909092,91.50909090909092,91.50909090909092,91.50909090909092,91.50909090909092,93.6,94.39999999999999,30.3,99.9,28.400000000000002,147.3,57.0,219.6,83.8,102.6,49.7,42.10444444444445,2.763611111111111
9434P,38.981818181818184,38.981818181818184,38.981818181818184,38.981818181818184,38.981818181818184,38.981818181818184,38.981818181818184,38.981818181818184,38.981818181818184,38.981818181818184,38.981818181818184,38.981818181818184,38.981818181818184,52.800000000000004,29.6,22.8,42.0,5.8,114.2,28.599999999999998,45.0,50.4,30.8,6.800000000000001,41.62083333333334,-0.935
1083L,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,4.0,46.7,64.6,58.6,61.199999999999996,88.3,66.0,59.6,94.6,37.4,43.39472222222222,-3.233888888888889
1207U,63.35,63.35,63.35,63.35,63.35,63.35,63.35,63.35,63.35,63.35,63.35,63.35,63.35,63.35,63.800000000000004,66.0,86.4,50.199999999999996,63.6,91.9,41.2,44.199999999999996,94.2,32.0,43.52305555555555,-5.621111111111111
2661B,54.275,54.275,54.275,54.275,54.275,54.275,54.275,54.275,54.275,54.275,54.275,54.275,54.275,54.275,56.4,47.300000000000004,106.89999999999999,6.5,54.275,54.275,54.275,54.275,54.275,54.275,42.599444444444444,-5.6436111111111105
C439J,5.539999999999999,5.539999999999999,5.539999999999999,5.539999999999999,5.539999999999999,5.539999999999999,5.539999999999999,5.539999999999999,5.539999999999999,5.539999999999999,5.539999999999999,5.539999999999999,5.539999999999999,5.539999999999999,17.4,0.0,1.6,3.8000000000000003,0.2,10.2,4.6,13.8,3.8,0.0,28.31833333333333,-16.38222222222222
C659M,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,2.1,1.2,7.8,21.8,8.7,43.199999999999996,5.3,6.3999999999999995,3.1,1.4,28.113055555555558,-15.421388888888888
1331A,61.43333333333333,61.43333333333333,61.43333333333333,61.43333333333333,61.43333333333333,61.43333333333333,61.43333333333333,61.43333333333333,61.43333333333333,61.43333333333333,61.43333333333333,61.43333333333333,61.43333333333333,61.43333333333333,61.43333333333333,68.5,121.8,23.3,84.7,57.9,25.8,94.5,50.5,25.900000000000002,43.52472222222222,-7.0313888888888885
8501,87.30000000000001,87.30000000000001,87.30000000000001,87.30000000000001,87.30000000000001,87.30000000000001,87.30000000000001,87.30000000000001,87.30000000000001,87.30000000000001,87.30000000000001,87.30000000000001,87.30000000000001,87.30000000000001,87.30000000000001,87.30000000000001,87.30000000000001,87.30000000000001,87.30000000000001,87.30000000000001,87.30000000000001,72.4,102.2,87.30000000000001,39.98916666666667,-0.03222222222222222
